x,y,z
10.9100,-6.0900,-0.3400
10.9100,-6.0900,-0.2400
10.9100,-6.0900,-0.1400
10.9100,-6.0900,-0.0400
10.9100,-6.0900,0.0600
10.9100,-6.0900,0.1600
10.9100,-6.0900,0.2600
10.9100,-6.0900,0.3600
10.9100,-6.0900,0.4600
10.9100,-6.0900,0.5600
10.9100,-6.0900,0.6600
10.9100,-6.0900,0.7600
10.9100,-6.0900,0.8600
10.9100,-6.0900,0.9600
10.9100,-6.0900,1.0600
10.9100,-6.0900,1.1600
10.9100,-6.0900,1.2600
10.9100,-6.0900,1.3600
10.9100,-6.0900,1.4600
10.9100,-6.0900,1.5600
10.9100,-6.0900,1.6600
10.9100,-6.0900,1.7600
10.9100,-6.0900,1.8600
10.9100,-6.0900,1.9600
10.9100,-6.0900,2.0600
10.9100,-6.0900,2.1600
10.9100,-6.0900,2.2600
10.9100,-6.0900,2.3600
10.9100,-6.0900,2.4600
10.9100,-6.0900,2.5600
10.9100,-6.0900,2.6600
10.9100,-5.9900,-0.9400
10.9100,-5.9900,-0.8400
10.9100,-5.9900,-0.7400
10.9100,-5.9900,-0.6400
10.9100,-5.9900,-0.5400
10.9100,-5.9900,-0.4400
10.9100,-5.9900,-0.3400
10.9100,-5.9900,-0.2400
10.9100,-5.9900,-0.1400
10.9100,-5.9900,-0.0400
10.9100,-5.9900,0.0600
10.9100,-5.9900,0.1600
10.9100,-5.9900,0.2600
10.9100,-5.9900,0.3600
10.9100,-5.9900,0.4600
10.9100,-5.9900,0.5600
10.9100,-5.9900,0.6600
10.9100,-5.9900,0.7600
10.9100,-5.9900,0.8600
10.9100,-5.9900,0.9600
10.9100,-5.9900,1.0600
10.9100,-5.9900,1.1600
10.9100,-5.9900,1.2600
10.9100,-5.9900,1.3600
10.9100,-5.9900,1.4600
10.9100,-5.9900,1.5600
10.9100,-5.9900,1.6600
10.9100,-5.9900,1.7600
10.9100,-5.9900,1.8600
10.9100,-5.9900,1.9600
10.9100,-5.9900,2.0600
10.9100,-5.9900,2.1600
-6.4900,0.8100,-0.9400
-6.4900,0.8100,-0.8400
-6.4900,0.8100,-0.7400
-6.4900,0.8100,-0.6400
-6.4900,0.8100,-0.5400
-6.4900,0.8100,-0.4400
-6.4900,0.8100,-0.3400
-6.4900,0.8100,-0.2400
-6.4900,0.8100,-0.1400
-6.4900,0.8100,-0.0400
-6.4900,0.8100,0.0600
-6.4900,0.8100,0.1600
-6.4900,0.8100,0.2600
-6.4900,0.8100,0.3600
-6.4900,0.8100,0.4600
-6.4900,0.8100,0.5600
-6.4900,0.8100,0.6600
-6.4900,0.8100,0.7600
-6.4900,0.8100,0.8600
-6.4900,0.8100,0.9600
-6.4900,0.8100,1.0600
-6.4900,0.8100,1.1600
-6.4900,0.8100,1.2600
-6.4900,0.8100,1.3600
-6.4900,0.8100,1.4600
-6.4900,0.8100,1.5600
-6.4900,0.8100,1.6600
-6.4900,0.8100,1.7600
-6.4900,0.8100,1.8600
-6.4900,0.8100,1.9600
-6.4900,0.8100,2.0600
-6.4900,0.8100,2.1600
-6.4900,0.8100,2.2600
-6.4900,0.8100,2.3600
-6.4900,0.8100,2.4600
-6.4900,0.9100,-0.9400
-6.4900,0.9100,-0.8400
-6.4900,0.9100,-0.7400
-6.4900,0.9100,-0.6400
-6.4900,0.9100,-0.5400
-6.4900,0.9100,-0.4400
-6.4900,0.9100,-0.3400
-6.4900,0.9100,-0.2400
-6.4900,0.9100,-0.1400
-6.4900,0.9100,-0.0400
-6.4900,0.9100,0.0600
-6.4900,0.9100,0.1600
-6.4900,0.9100,0.2600
-6.4900,0.9100,0.3600
-6.4900,0.9100,0.4600
-6.4900,0.9100,0.5600
-6.4900,0.9100,0.6600
-6.4900,0.9100,0.7600
-6.4900,0.9100,0.8600
-6.4900,0.9100,0.9600
-6.4900,0.9100,1.0600
-6.4900,0.9100,1.1600
-6.4900,0.9100,1.2600
-6.4900,0.9100,1.3600
-6.4900,0.9100,1.4600
-6.4900,0.9100,1.5600
-6.4900,0.9100,1.6600
-6.4900,0.9100,1.7600
-6.4900,0.9100,1.8600
-6.4900,0.9100,1.9600
-6.4900,0.9100,2.0600
-6.4900,0.9100,2.1600
-6.4900,0.9100,2.2600
-6.4900,0.9100,2.3600
-6.4900,0.9100,2.4600
-6.4900,0.9100,2.5600
-6.3900,0.7100,-0.9400
-6.3900,0.7100,-0.8400
-6.3900,0.7100,-0.7400
-6.3900,0.7100,-0.6400
-6.3900,0.7100,-0.5400
-6.3900,0.7100,-0.4400
-6.3900,0.7100,-0.3400
-6.3900,0.7100,-0.2400
-6.3900,0.7100,-0.1400
-6.3900,0.7100,-0.0400
-6.3900,0.7100,0.0600
-6.3900,0.7100,0.1600
-6.3900,0.7100,0.2600
-6.3900,0.7100,0.3600
-6.3900,0.7100,0.4600
-6.3900,0.7100,0.5600
-6.3900,0.7100,0.6600
-6.3900,0.7100,0.7600
-6.3900,0.7100,0.8600
-6.3900,0.7100,0.9600
-6.3900,0.7100,1.0600
-6.3900,0.7100,1.1600
-6.3900,0.7100,1.2600
-6.3900,0.7100,1.3600
-6.3900,0.7100,1.4600
-6.3900,0.7100,1.5600
-6.3900,0.7100,1.6600
-6.3900,0.7100,1.7600
-6.3900,0.7100,1.8600
-6.3900,0.7100,1.9600
-6.3900,0.7100,2.0600
-6.3900,0.7100,2.1600
-6.3900,0.7100,2.2600
-6.3900,0.7100,2.3600
-6.3900,0.8100,-0.9400
-6.3900,0.8100,-0.8400
-6.3900,0.8100,-0.7400
-6.3900,0.8100,-0.6400
-6.3900,0.8100,-0.5400
-6.3900,0.8100,-0.4400
-6.3900,0.8100,-0.3400
-6.3900,0.8100,-0.2400
-6.3900,0.8100,-0.1400
-6.3900,0.8100,-0.0400
-6.3900,0.8100,0.0600
-6.3900,0.8100,0.1600
-6.3900,0.8100,0.2600
-6.3900,0.8100,0.3600
-6.3900,0.8100,0.4600
-6.3900,0.8100,0.5600
-6.3900,0.8100,0.6600
-6.3900,0.8100,0.7600
-6.3900,0.8100,0.8600
-6.3900,0.8100,0.9600
-6.3900,0.8100,1.0600
-6.3900,0.8100,1.1600
-6.3900,0.8100,1.2600
-6.3900,0.8100,1.3600
-6.3900,0.8100,1.4600
-6.3900,0.8100,1.5600
-6.3900,0.8100,1.6600
-6.3900,0.8100,1.7600
-6.3900,0.8100,1.8600
-6.3900,0.8100,1.9600
-6.3900,0.8100,2.0600
-6.3900,0.8100,2.1600
-6.3900,0.8100,2.2600
-6.3900,0.8100,2.3600
-6.3900,0.8100,2.4600
-6.3900,0.9100,-0.9400
-6.3900,0.9100,-0.8400
-6.3900,0.9100,-0.7400
-6.3900,0.9100,-0.6400
-6.3900,0.9100,-0.5400
-6.3900,0.9100,-0.4400
-6.3900,0.9100,-0.3400
-6.3900,0.9100,-0.2400
-6.3900,0.9100,-0.1400
-6.3900,0.9100,-0.0400
-6.3900,0.9100,0.0600
-6.3900,0.9100,0.1600
-6.3900,0.9100,0.2600
-6.3900,0.9100,0.3600
-6.3900,0.9100,0.4600
-6.3900,0.9100,0.5600
-6.3900,0.9100,0.6600
-6.3900,0.9100,0.7600
-6.3900,0.9100,0.8600
-6.3900,0.9100,0.9600
-6.3900,0.9100,1.0600
-6.3900,0.9100,1.1600
-6.3900,0.9100,1.2600
-6.3900,0.9100,1.3600
-6.3900,0.9100,1.4600
-6.3900,0.9100,1.5600
-6.3900,0.9100,1.6600
-6.3900,0.9100,1.7600
-6.3900,0.9100,1.8600
-6.3900,0.9100,1.9600
-6.3900,0.9100,2.0600
-6.3900,0.9100,2.1600
-6.3900,0.9100,2.2600
-6.3900,0.9100,2.3600
-6.3900,1.0100,-0.9400
-6.3900,1.0100,-0.8400
-6.3900,1.0100,-0.7400
-6.3900,1.0100,-0.6400
-6.3900,1.0100,-0.5400
-6.3900,1.0100,-0.4400
-6.3900,1.0100,-0.3400
-6.3900,1.0100,-0.2400
-6.3900,1.0100,-0.1400
-6.3900,1.0100,-0.0400
-6.3900,1.0100,0.0600
-6.3900,1.0100,0.1600
-6.3900,1.0100,0.2600
-6.3900,1.0100,0.3600
-6.3900,1.0100,0.4600
-6.3900,1.0100,0.5600
-6.3900,1.0100,0.6600
-6.3900,1.0100,0.7600
-6.3900,1.0100,0.8600
-6.3900,1.0100,0.9600
-6.3900,1.0100,1.0600
-6.3900,1.0100,1.1600
-6.3900,1.0100,1.2600
-6.3900,1.0100,1.3600
-6.3900,1.0100,1.4600
-6.3900,1.0100,1.5600
-6.3900,1.0100,1.6600
-6.3900,1.0100,1.7600
-6.3900,1.0100,1.8600
-6.3900,1.0100,1.9600
-6.3900,1.0100,2.0600
-6.3900,1.0100,2.1600
-6.2900,0.7100,-0.9400
-6.2900,0.7100,-0.8400
-6.2900,0.7100,-0.7400
-6.2900,0.7100,-0.6400
-6.2900,0.7100,-0.5400
-6.2900,0.7100,-0.4400
-6.2900,0.7100,-0.3400
-6.2900,0.7100,-0.2400
-6.2900,0.7100,-0.1400
-6.2900,0.7100,-0.0400
-6.2900,0.7100,0.0600
-6.2900,0.7100,0.1600
-6.2900,0.7100,0.2600
-6.2900,0.7100,0.3600
-6.2900,0.7100,0.4600
-6.2900,0.7100,0.5600
-6.2900,0.7100,0.6600
-6.2900,0.7100,0.7600
-6.2900,0.7100,0.8600
-6.2900,0.7100,0.9600
-6.2900,0.7100,1.0600
-6.2900,0.7100,1.1600
-6.2900,0.7100,1.2600
-6.2900,0.7100,1.3600
-6.2900,0.7100,1.4600
-6.2900,0.7100,1.5600
-6.2900,0.7100,1.6600
-6.2900,0.7100,1.7600
-6.2900,0.7100,1.8600
-6.2900,0.7100,1.9600
-6.2900,0.7100,2.0600
-6.2900,0.7100,2.1600
-6.2900,0.7100,2.2600
-6.2900,0.7100,2.3600
-6.2900,0.8100,-0.9400
-6.2900,0.8100,-0.8400
-6.2900,0.8100,-0.7400
-6.2900,0.8100,-0.6400
-6.2900,0.8100,-0.5400
-6.2900,0.8100,-0.4400
-6.2900,0.8100,-0.3400
-6.2900,0.8100,-0.2400
-6.2900,0.8100,-0.1400
-6.2900,0.8100,-0.0400
-6.2900,0.8100,0.0600
-6.2900,0.8100,0.1600
-6.2900,0.8100,0.2600
-6.2900,0.8100,0.3600
-6.2900,0.8100,0.4600
-6.2900,0.8100,0.5600
-6.2900,0.8100,0.6600
-6.2900,0.8100,0.7600
-6.2900,0.8100,0.8600
-6.2900,0.8100,0.9600
-6.2900,0.8100,1.0600
-6.2900,0.8100,1.1600
-6.2900,0.8100,1.2600
-6.2900,0.8100,1.3600
-6.2900,0.8100,1.4600
-6.2900,0.8100,1.5600
-6.2900,0.8100,1.6600
-6.2900,0.8100,1.7600
-6.2900,0.8100,1.8600
-6.2900,0.8100,1.9600
-6.2900,0.8100,2.0600
-6.2900,0.8100,2.1600
-6.2900,0.8100,2.2600
-6.2900,0.8100,2.3600
-6.2900,0.8100,2.4600
-6.2900,0.8100,2.5600
-6.2900,0.8100,2.6600
-6.2900,0.8100,2.7600
-6.2900,0.8100,2.8600
-6.2900,0.8100,2.9600
-6.2900,0.9100,-0.9400
-6.2900,0.9100,-0.8400
-6.2900,0.9100,-0.7400
-6.2900,0.9100,-0.6400
-6.2900,0.9100,-0.5400
-6.2900,0.9100,-0.4400
-6.2900,0.9100,-0.3400
-6.2900,0.9100,-0.2400
-6.2900,0.9100,-0.1400
-6.2900,0.9100,-0.0400
-6.2900,0.9100,0.0600
-6.2900,0.9100,0.1600
-6.2900,0.9100,0.2600
-6.2900,0.9100,0.3600
-6.2900,0.9100,0.4600
-6.2900,0.9100,0.5600
-6.2900,0.9100,0.6600
-6.2900,0.9100,0.7600
-6.2900,0.9100,0.8600
-6.2900,0.9100,0.9600
-6.2900,0.9100,1.0600
-6.2900,0.9100,1.1600
-6.2900,0.9100,1.2600
-6.2900,0.9100,1.3600
-6.2900,0.9100,1.4600
-6.2900,0.9100,1.5600
-6.2900,0.9100,1.6600
-6.2900,0.9100,1.7600
-6.2900,0.9100,1.8600
-6.2900,0.9100,1.9600
-6.2900,0.9100,2.0600
-6.2900,0.9100,2.1600
-6.2900,1.0100,-0.9400
-6.2900,1.0100,-0.8400
-6.2900,1.0100,-0.7400
-6.2900,1.0100,-0.6400
-6.2900,1.0100,-0.5400
-6.2900,1.0100,-0.4400
-6.2900,1.0100,-0.3400
-6.2900,1.0100,-0.2400
-6.2900,1.0100,-0.1400
-6.2900,1.0100,-0.0400
-6.2900,1.0100,0.0600
-6.2900,1.0100,0.1600
-6.2900,1.0100,0.2600
-6.2900,1.0100,0.3600
-6.2900,1.0100,0.4600
-6.2900,1.0100,0.5600
-6.2900,1.0100,0.6600
-6.2900,1.0100,0.7600
-6.2900,1.0100,0.8600
-6.2900,1.0100,0.9600
-6.2900,1.0100,1.0600
-6.2900,1.0100,1.1600
-6.2900,1.0100,1.2600
-6.2900,1.0100,1.3600
-6.2900,1.0100,1.4600
-6.2900,1.0100,1.5600
-6.2900,1.0100,1.6600
-6.2900,1.0100,1.7600
-6.2900,1.0100,1.8600
-6.2900,1.0100,1.9600
-6.2900,1.0100,2.0600
-6.2900,1.0100,2.1600
-6.2900,1.0100,2.2600
-6.2900,1.0100,2.3600
-6.2900,1.0100,2.4600
-6.2900,1.0100,2.5600
-6.1900,0.8100,-0.9400
-6.1900,0.8100,-0.8400
-6.1900,0.8100,-0.7400
-6.1900,0.8100,-0.6400
-6.1900,0.8100,-0.5400
-6.1900,0.8100,-0.4400
-6.1900,0.8100,-0.3400
-6.1900,0.8100,-0.2400
-6.1900,0.8100,-0.1400
-6.1900,0.8100,-0.0400
-6.1900,0.8100,0.0600
-6.1900,0.8100,0.1600
-6.1900,0.8100,0.2600
-6.1900,0.8100,0.3600
-6.1900,0.8100,0.4600
-6.1900,0.8100,0.5600
-6.1900,0.8100,0.6600
-6.1900,0.8100,0.7600
-6.1900,0.8100,0.8600
-6.1900,0.8100,0.9600
-6.1900,0.8100,1.0600
-6.1900,0.8100,1.1600
-6.1900,0.8100,1.2600
-6.1900,0.8100,1.3600
-6.1900,0.8100,1.4600
-6.1900,0.8100,1.5600
-6.1900,0.8100,1.6600
-6.1900,0.8100,1.7600
-6.1900,0.8100,1.8600
-6.1900,0.8100,1.9600
-6.1900,0.8100,2.0600
-6.1900,0.8100,2.1600
-6.1900,0.8100,2.2600
-6.1900,0.8100,2.3600
-6.1900,0.9100,-0.9400
-6.1900,0.9100,-0.8400
-6.1900,0.9100,-0.7400
-6.1900,0.9100,-0.6400
-6.1900,0.9100,-0.5400
-6.1900,0.9100,-0.4400
-6.1900,0.9100,-0.3400
-6.1900,0.9100,-0.2400
-6.1900,0.9100,-0.1400
-6.1900,0.9100,-0.0400
-6.1900,0.9100,0.0600
-6.1900,0.9100,0.1600
-6.1900,0.9100,0.2600
-6.1900,0.9100,0.3600
-6.1900,0.9100,0.4600
-6.1900,0.9100,0.5600
-6.1900,0.9100,0.6600
-6.1900,0.9100,0.7600
-6.1900,0.9100,0.8600
-6.1900,0.9100,0.9600
-6.1900,0.9100,1.0600
-6.1900,0.9100,1.1600
-6.1900,0.9100,1.2600
-6.1900,0.9100,1.3600
-6.1900,0.9100,1.4600
-6.1900,0.9100,1.5600
-6.1900,0.9100,1.6600
-6.1900,0.9100,1.7600
-6.1900,0.9100,1.8600
-6.1900,0.9100,1.9600
-6.1900,0.9100,2.0600
-6.1900,0.9100,2.1600
-6.1900,0.9100,2.2600
-6.1900,0.9100,2.3600
-6.1900,0.9100,2.4600
-6.1900,0.9100,2.5600
-6.1900,0.9100,2.6600
-6.1900,0.9100,2.7600
-6.1900,0.9100,2.8600
-5.9900,3.8100,-0.9400
-5.9900,3.8100,-0.8400
-5.9900,3.8100,-0.7400
-5.9900,3.8100,-0.6400
-5.9900,3.8100,-0.5400
-5.9900,3.8100,-0.4400
-5.9900,3.8100,-0.3400
-5.9900,3.8100,-0.2400
-5.9900,3.8100,-0.1400
-5.9900,3.8100,-0.0400
-5.9900,3.8100,0.0600
-5.9900,3.8100,0.1600
-5.9900,3.8100,0.2600
-5.9900,3.8100,0.3600
-5.9900,3.8100,0.4600
-5.9900,3.8100,0.5600
-5.9900,3.8100,0.6600
-5.9900,3.8100,0.7600
-5.9900,3.8100,0.8600
-5.9900,3.8100,0.9600
-5.9900,3.8100,1.0600
-5.9900,3.8100,1.1600
-5.9900,3.8100,1.2600
-5.9900,3.8100,1.3600
-5.9900,3.8100,1.4600
-5.9900,3.8100,1.5600
-5.9900,3.8100,1.6600
-5.9900,3.8100,1.7600
-5.9900,3.8100,1.8600
-5.9900,3.8100,1.9600
-5.9900,3.8100,2.0600
-5.9900,3.8100,2.1600
-5.9900,3.8100,2.2600
-5.9900,3.8100,2.3600
-5.9900,3.8100,2.4600
-5.9900,3.8100,2.5600
-5.9900,3.8100,2.6600
-5.9900,3.8100,2.7600
-5.9900,3.8100,2.8600
-5.9900,3.8100,2.9600
-5.9900,3.9100,-0.9400
-5.9900,3.9100,-0.8400
-5.9900,3.9100,-0.7400
-5.9900,3.9100,-0.6400
-5.9900,3.9100,-0.5400
-5.9900,3.9100,-0.4400
-5.9900,3.9100,-0.3400
-5.9900,3.9100,-0.2400
-5.9900,3.9100,-0.1400
-5.9900,3.9100,-0.0400
-5.9900,3.9100,0.0600
-5.9900,3.9100,0.1600
-5.9900,3.9100,0.2600
-5.9900,3.9100,0.3600
-5.9900,3.9100,0.4600
-5.9900,3.9100,0.5600
-5.9900,3.9100,0.6600
-5.9900,3.9100,0.7600
-5.9900,3.9100,0.8600
-5.9900,3.9100,0.9600
-5.9900,3.9100,1.0600
-5.9900,3.9100,1.1600
-5.9900,3.9100,1.2600
-5.9900,3.9100,1.3600
-5.9900,3.9100,1.4600
-5.9900,3.9100,1.5600
-5.9900,3.9100,1.6600
-5.9900,3.9100,1.7600
-5.9900,3.9100,1.8600
-5.9900,3.9100,1.9600
-5.9900,3.9100,2.0600
-5.9900,3.9100,2.1600
-5.9900,3.9100,2.2600
-5.9900,3.9100,2.3600
-5.9900,3.9100,2.4600
-5.9900,3.9100,2.5600
-5.9900,3.9100,2.6600
-5.9900,3.9100,2.7600
-5.9900,3.9100,2.8600
-5.9900,3.9100,2.9600
-5.8900,3.7100,-0.9400
-5.8900,3.7100,-0.8400
-5.8900,3.7100,-0.7400
-5.8900,3.7100,-0.6400
-5.8900,3.7100,-0.5400
-5.8900,3.7100,-0.4400
-5.8900,3.7100,-0.3400
-5.8900,3.7100,-0.2400
-5.8900,3.7100,-0.1400
-5.8900,3.7100,-0.0400
-5.8900,3.7100,0.0600
-5.8900,3.7100,0.1600
-5.8900,3.7100,0.2600
-5.8900,3.7100,0.3600
-5.8900,3.7100,0.4600
-5.8900,3.7100,0.5600
-5.8900,3.7100,0.6600
-5.8900,3.7100,0.7600
-5.8900,3.7100,0.8600
-5.8900,3.7100,0.9600
-5.8900,3.7100,1.0600
-5.8900,3.7100,1.1600
-5.8900,3.7100,1.2600
-5.8900,3.7100,1.3600
-5.8900,3.7100,1.4600
-5.8900,3.7100,1.5600
-5.8900,3.7100,1.6600
-5.8900,3.7100,1.7600
-5.8900,3.7100,1.8600
-5.8900,3.7100,1.9600
-5.8900,3.7100,2.0600
-5.8900,3.7100,2.1600
-5.8900,3.7100,2.2600
-5.8900,3.7100,2.3600
-5.8900,3.7100,2.4600
-5.8900,3.7100,2.5600
-5.8900,3.7100,2.6600
-5.8900,3.7100,2.7600
-5.8900,3.7100,2.8600
-5.8900,3.7100,2.9600
-5.8900,3.8100,-0.9400
-5.8900,3.8100,-0.8400
-5.8900,3.8100,-0.7400
-5.8900,3.8100,-0.6400
-5.8900,3.8100,-0.5400
-5.8900,3.8100,-0.4400
-5.8900,3.8100,-0.3400
-5.8900,3.8100,-0.2400
-5.8900,3.8100,-0.1400
-5.8900,3.8100,-0.0400
-5.8900,3.8100,0.0600
-5.8900,3.8100,0.1600
-5.8900,3.8100,0.2600
-5.8900,3.8100,0.3600
-5.8900,3.8100,0.4600
-5.8900,3.8100,0.5600
-5.8900,3.8100,0.6600
-5.8900,3.8100,0.7600
-5.8900,3.8100,0.8600
-5.8900,3.8100,0.9600
-5.8900,3.8100,1.0600
-5.8900,3.8100,1.1600
-5.8900,3.8100,1.2600
-5.8900,3.8100,1.3600
-5.8900,3.8100,1.4600
-5.8900,3.8100,1.5600
-5.8900,3.8100,1.6600
-5.8900,3.8100,1.7600
-5.8900,3.8100,1.8600
-5.8900,3.8100,1.9600
-5.8900,3.8100,2.0600
-5.8900,3.8100,2.1600
-5.8900,3.8100,2.2600
-5.8900,3.8100,2.3600
-5.8900,3.8100,2.4600
-5.8900,3.8100,2.5600
-5.8900,3.8100,2.6600
-5.8900,3.9100,-0.9400
-5.8900,3.9100,-0.8400
-5.8900,3.9100,-0.7400
-5.8900,3.9100,-0.6400
-5.8900,3.9100,-0.5400
-5.8900,3.9100,-0.4400
-5.8900,3.9100,-0.3400
-5.8900,3.9100,-0.2400
-5.8900,3.9100,-0.1400
-5.8900,3.9100,-0.0400
-5.8900,3.9100,0.0600
-5.8900,3.9100,0.1600
-5.8900,3.9100,0.2600
-5.8900,3.9100,0.3600
-5.8900,3.9100,0.4600
-5.8900,3.9100,0.5600
-5.8900,3.9100,0.6600
-5.8900,3.9100,0.7600
-5.8900,3.9100,0.8600
-5.8900,3.9100,0.9600
-5.8900,3.9100,1.0600
-5.8900,3.9100,1.1600
-5.8900,3.9100,1.2600
-5.8900,3.9100,1.3600
-5.8900,3.9100,1.4600
-5.8900,3.9100,1.5600
-5.8900,3.9100,1.6600
-5.8900,3.9100,1.7600
-5.8900,3.9100,1.8600
-5.8900,3.9100,1.9600
-5.8900,3.9100,2.0600
-5.8900,3.9100,2.1600
-5.8900,3.9100,2.2600
-5.8900,4.0100,-0.9400
-5.8900,4.0100,-0.8400
-5.8900,4.0100,-0.7400
-5.8900,4.0100,-0.6400
-5.8900,4.0100,-0.5400
-5.8900,4.0100,-0.4400
-5.8900,4.0100,-0.3400
-5.8900,4.0100,-0.2400
-5.8900,4.0100,-0.1400
-5.8900,4.0100,-0.0400
-5.8900,4.0100,0.0600
-5.8900,4.0100,0.1600
-5.8900,4.0100,0.2600
-5.8900,4.0100,0.3600
-5.8900,4.0100,0.4600
-5.8900,4.0100,0.5600
-5.8900,4.0100,0.6600
-5.8900,4.0100,0.7600
-5.8900,4.0100,0.8600
-5.8900,4.0100,0.9600
-5.8900,4.0100,1.0600
-5.8900,4.0100,1.1600
-5.8900,4.0100,1.2600
-5.8900,4.0100,1.3600
-5.8900,4.0100,1.4600
-5.8900,4.0100,1.5600
-5.8900,4.0100,1.6600
-5.8900,4.0100,1.7600
-5.8900,4.0100,1.8600
-5.8900,4.0100,1.9600
-5.8900,4.0100,2.0600
-5.8900,4.0100,2.1600
-5.8900,4.0100,2.2600
-5.8900,4.0100,2.3600
-5.8900,4.0100,2.4600
-5.8900,4.0100,2.5600
-5.7900,3.7100,-0.9400
-5.7900,3.7100,-0.8400
-5.7900,3.7100,-0.7400
-5.7900,3.7100,-0.6400
-5.7900,3.7100,-0.5400
-5.7900,3.7100,-0.4400
-5.7900,3.7100,-0.3400
-5.7900,3.7100,-0.2400
-5.7900,3.7100,-0.1400
-5.7900,3.7100,-0.0400
-5.7900,3.7100,0.0600
-5.7900,3.7100,0.1600
-5.7900,3.7100,0.2600
-5.7900,3.7100,0.3600
-5.7900,3.7100,0.4600
-5.7900,3.7100,0.5600
-5.7900,3.7100,0.6600
-5.7900,3.7100,0.7600
-5.7900,3.7100,0.8600
-5.7900,3.7100,0.9600
-5.7900,3.7100,1.0600
-5.7900,3.7100,1.1600
-5.7900,3.7100,1.2600
-5.7900,3.7100,1.3600
-5.7900,3.7100,1.4600
-5.7900,3.7100,1.5600
-5.7900,3.7100,1.6600
-5.7900,3.7100,1.7600
-5.7900,3.7100,1.8600
-5.7900,3.7100,1.9600
-5.7900,3.7100,2.0600
-5.7900,3.7100,2.1600
-5.7900,3.7100,2.2600
-5.7900,3.7100,2.3600
-5.7900,3.8100,-0.9400
-5.7900,3.8100,-0.8400
-5.7900,3.8100,-0.7400
-5.7900,3.8100,-0.6400
-5.7900,3.8100,-0.5400
-5.7900,3.8100,-0.4400
-5.7900,3.8100,-0.3400
-5.7900,3.8100,-0.2400
-5.7900,3.8100,-0.1400
-5.7900,3.8100,-0.0400
-5.7900,3.8100,0.0600
-5.7900,3.8100,0.1600
-5.7900,3.8100,0.2600
-5.7900,3.8100,0.3600
-5.7900,3.8100,0.4600
-5.7900,3.8100,0.5600
-5.7900,3.8100,0.6600
-5.7900,3.8100,0.7600
-5.7900,3.8100,0.8600
-5.7900,3.8100,0.9600
-5.7900,3.8100,1.0600
-5.7900,3.8100,1.1600
-5.7900,3.8100,1.2600
-5.7900,3.8100,1.3600
-5.7900,3.8100,1.4600
-5.7900,3.8100,1.5600
-5.7900,3.8100,1.6600
-5.7900,3.8100,1.7600
-5.7900,3.8100,1.8600
-5.7900,3.8100,1.9600
-5.7900,3.8100,2.0600
-5.7900,3.8100,2.1600
-5.7900,3.8100,2.2600
-5.7900,3.8100,2.3600
-5.7900,3.8100,2.4600
-5.7900,3.8100,2.5600
-5.7900,3.8100,2.6600
-5.7900,3.9100,-0.9400
-5.7900,3.9100,-0.8400
-5.7900,3.9100,-0.7400
-5.7900,3.9100,-0.6400
-5.7900,3.9100,-0.5400
-5.7900,3.9100,-0.4400
-5.7900,3.9100,-0.3400
-5.7900,3.9100,-0.2400
-5.7900,3.9100,-0.1400
-5.7900,3.9100,-0.0400
-5.7900,3.9100,0.0600
-5.7900,3.9100,0.1600
-5.7900,3.9100,0.2600
-5.7900,3.9100,0.3600
-5.7900,3.9100,0.4600
-5.7900,3.9100,0.5600
-5.7900,3.9100,0.6600
-5.7900,3.9100,0.7600
-5.7900,3.9100,0.8600
-5.7900,3.9100,0.9600
-5.7900,3.9100,1.0600
-5.7900,3.9100,1.1600
-5.7900,3.9100,1.2600
-5.7900,3.9100,1.3600
-5.7900,3.9100,1.4600
-5.7900,3.9100,1.5600
-5.7900,3.9100,1.6600
-5.7900,3.9100,1.7600
-5.7900,3.9100,1.8600
-5.7900,3.9100,1.9600
-5.7900,3.9100,2.0600
-5.7900,3.9100,2.1600
-5.7900,4.0100,-0.9400
-5.7900,4.0100,-0.8400
-5.7900,4.0100,-0.7400
-5.7900,4.0100,-0.6400
-5.7900,4.0100,-0.5400
-5.7900,4.0100,-0.4400
-5.7900,4.0100,-0.3400
-5.7900,4.0100,-0.2400
-5.7900,4.0100,-0.1400
-5.7900,4.0100,-0.0400
-5.7900,4.0100,0.0600
-5.7900,4.0100,0.1600
-5.7900,4.0100,0.2600
-5.7900,4.0100,0.3600
-5.7900,4.0100,0.4600
-5.7900,4.0100,0.5600
-5.7900,4.0100,0.6600
-5.7900,4.0100,0.7600
-5.7900,4.0100,0.8600
-5.7900,4.0100,0.9600
-5.7900,4.0100,1.0600
-5.7900,4.0100,1.1600
-5.7900,4.0100,1.2600
-5.7900,4.0100,1.3600
-5.7900,4.0100,1.4600
-5.7900,4.0100,1.5600
-5.7900,4.0100,1.6600
-5.7900,4.0100,1.7600
-5.7900,4.0100,1.8600
-5.7900,4.0100,1.9600
-5.7900,4.0100,2.0600
-5.7900,4.0100,2.1600
-5.7900,4.0100,2.2600
-5.6900,3.8100,-0.9400
-5.6900,3.8100,-0.8400
-5.6900,3.8100,-0.7400
-5.6900,3.8100,-0.6400
-5.6900,3.8100,-0.5400
-5.6900,3.8100,-0.4400
-5.6900,3.8100,-0.3400
-5.6900,3.8100,-0.2400
-5.6900,3.8100,-0.1400
-5.6900,3.8100,-0.0400
-5.6900,3.8100,0.0600
-5.6900,3.8100,0.1600
-5.6900,3.8100,0.2600
